251 	 Q0 	    FT941-13190 	    1 	 0.140600 	 gmu96ma2 
253 	 Q0 	     FT932-4621 	   19 	 0.005600 	 gmu96ma2 
253 	 Q0 	    FT924-14004 	   20 	 0.004300 	 gmu96ma2 
253 	 Q0 	     CR93H-9327 	   21 	 0.004200 	 gmu96ma2 
253 	 Q0 	 WSJ920312-0075 	   22 	 0.004000 	 gmu96ma2 
253 	 Q0 	  ZF207-161-612 	   23 	 0.004000 	 gmu96ma2 
253 	 Q0 	    FT943-10566 	   24 	 0.003900 	 gmu96ma2 
253 	 Q0 	     FT932-7128 	   25 	 0.003600 	 gmu96ma2 
253 	 Q0 	    CR93H-10160 	   26 	 0.003500 	 gmu96ma2 
253 	 Q0 	    CR93H-10150 	   27 	 0.000800 	 gmu96ma2 
253 	 Q0 	    CR93H-12520 	   28 	 0.000800 	 gmu96ma2 
253 	 Q0 	    CR93H-16336 	   29 	 0.000600 	 gmu96ma2 
253 	 Q0 	    CR93H-13167 	   30 	 0.000500 	 gmu96ma2 
253 	 Q0 	    CR93H-14130 	   31 	 0.000400 	 gmu96ma2 
253 	 Q0 	    CR93H-14128 	   32 	 0.000100 	 gmu96ma2 
253 	 Q0 	      CR93H-735 	   33 	 0.000100 	 gmu96ma2 
253 	 Q0 	   FR88923-0021 	   34 	 0.000100 	 gmu96ma2 
253 	 Q0 	     CR93H-4489 	   35 	 0.000100 	 gmu96ma2 
253 	 Q0 	     CR93H-4042 	   36 	 0.000000 	 gmu96ma2 
253 	 Q0 	    CR93H-11806 	   37 	 0.000000 	 gmu96ma2 
253 	 Q0 	     CR93H-5568 	   38 	 0.000000 	 gmu96ma2 
253 	 Q0 	     CR93H-8928 	   39 	 0.000000 	 gmu96ma2 
253 	 Q0 	     CR93H-5053 	   40 	 0.000000 	 gmu96ma2 
254 	 Q0 	  AP881115-0113 	    1 	 0.144100 	 gmu96ma2 
254 	 Q0 	 WSJ910103-0037 	    2 	 0.130600 	 gmu96ma2 
254 	 Q0 	  AP880829-0083 	    3 	 0.124800 	 gmu96ma2 
254 	 Q0 	 WSJ900829-0020 	    4 	 0.118500 	 gmu96ma2 
254 	 Q0 	 WSJ900511-0086 	    5 	 0.112600 	 gmu96ma2 
254 	 Q0 	  AP880922-0063 	    6 	 0.106800 	 gmu96ma2 
254 	 Q0 	     FT944-7280 	    7 	 0.093800 	 gmu96ma2 
254 	 Q0 	 WSJ911003-0062 	    8 	 0.092100 	 gmu96ma2 
254 	 Q0 	  AP880420-0152 	    9 	 0.089000 	 gmu96ma2 
254 	 Q0 	 WSJ920203-0182 	   10 	 0.080200 	 gmu96ma2 
254 	 Q0 	  AP880421-0049 	   11 	 0.069900 	 gmu96ma2 
254 	 Q0 	     CR93E-8424 	   12 	 0.069600 	 gmu96ma2 
254 	 Q0 	  AP880428-0041 	   13 	 0.065800 	 gmu96ma2 
254 	 Q0 	 WSJ910822-0065 	   14 	 0.065500 	 gmu96ma2 
254 	 Q0 	  AP881115-0010 	   15 	 0.064000 	 gmu96ma2 
254 	 Q0 	 WSJ900511-0111 	   16 	 0.062800 	 gmu96ma2 
254 	 Q0 	  AP881114-0086 	   17 	 0.058400 	 gmu96ma2 
254 	 Q0 	 WSJ910906-0112 	   18 	 0.057500 	 gmu96ma2 
254 	 Q0 	 WSJ900511-0079 	   19 	 0.056200 	 gmu96ma2 
254 	 Q0 	  ZF207-116-376 	   20 	 0.055300 	 gmu96ma2 
254 	 Q0 	 WSJ900511-0173 	   21 	 0.055300 	 gmu96ma2 
254 	 Q0 	 WSJ910725-0117 	   22 	 0.054800 	 gmu96ma2 
254 	 Q0 	 WSJ911111-0136 	   23 	 0.049900 	 gmu96ma2 
254 	 Q0 	  AP880422-0083 	   24 	 0.044500 	 gmu96ma2 
254 	 Q0 	  AP880929-0141 	   25 	 0.043700 	 gmu96ma2 
254 	 Q0 	 WSJ900511-0169 	   26 	 0.041400 	 gmu96ma2 
254 	 Q0 	    CR93E-10024 	   27 	 0.041200 	 gmu96ma2 
254 	 Q0 	  ZF207-336-317 	   28 	 0.039300 	 gmu96ma2 
254 	 Q0 	    FT942-16930 	   29 	 0.037200 	 gmu96ma2 
254 	 Q0 	 WSJ900419-0031 	   30 	 0.037200 	 gmu96ma2 
254 	 Q0 	 WSJ910627-0033 	   31 	 0.036100 	 gmu96ma2 
254 	 Q0 	    FT931-11398 	   32 	 0.035800 	 gmu96ma2 
254 	 Q0 	  AP881212-0214 	   33 	 0.031400 	 gmu96ma2 
254 	 Q0 	 WSJ900912-0041 	   34 	 0.028100 	 gmu96ma2 
254 	 Q0 	  AP880721-0191 	   35 	 0.025900 	 gmu96ma2 
254 	 Q0 	  AP880310-0095 	   36 	 0.025400 	 gmu96ma2 
254 	 Q0 	 WSJ910628-0144 	   37 	 0.023700 	 gmu96ma2 
254 	 Q0 	 WSJ920224-0089 	   38 	 0.018600 	 gmu96ma2 
254 	 Q0 	  AP880722-0119 	   39 	 0.016600 	 gmu96ma2 
254 	 Q0 	  AP880921-0194 	   40 	 0.016500 	 gmu96ma2 
254 	 Q0 	     CR93E-2314 	   41 	 0.016200 	 gmu96ma2 
254 	 Q0 	     CR93E-8034 	   42 	 0.015200 	 gmu96ma2 
254 	 Q0 	    CR93H-12783 	   43 	 0.015000 	 gmu96ma2 
254 	 Q0 	 WSJ920213-0128 	   44 	 0.014400 	 gmu96ma2 
254 	 Q0 	 WSJ920102-0104 	   45 	 0.013800 	 gmu96ma2 
254 	 Q0 	     FT932-8691 	   46 	 0.013500 	 gmu96ma2 
254 	 Q0 	 WSJ911010-0010 	   47 	 0.013300 	 gmu96ma2 
254 	 Q0 	  AP881213-0033 	   48 	 0.012200 	 gmu96ma2 
254 	 Q0 	 WSJ900627-0007 	   49 	 0.011800 	 gmu96ma2 
254 	 Q0 	  AP881018-0013 	   50 	 0.011700 	 gmu96ma2 
254 	 Q0 	 WSJ910930-0045 	   51 	 0.011100 	 gmu96ma2 
254 	 Q0 	    FT942-13474 	   52 	 0.008400 	 gmu96ma2 
254 	 Q0 	     CR93E-1531 	   53 	 0.008000 	 gmu96ma2 
254 	 Q0 	     FT941-1814 	   54 	 0.006900 	 gmu96ma2 
254 	 Q0 	      CR93E-367 	   55 	 0.006900 	 gmu96ma2 
254 	 Q0 	 WSJ911115-0079 	   56 	 0.005800 	 gmu96ma2 
254 	 Q0 	     CR93E-8701 	   57 	 0.005700 	 gmu96ma2 
254 	 Q0 	 WSJ900501-0094 	   58 	 0.005500 	 gmu96ma2 
254 	 Q0 	 WSJ920207-0090 	   59 	 0.005100 	 gmu96ma2 
254 	 Q0 	   FR88824-0067 	   60 	 0.004900 	 gmu96ma2 
254 	 Q0 	 WSJ900709-0044 	   61 	 0.004800 	 gmu96ma2 
254 	 Q0 	   FR88218-0127 	   62 	 0.004300 	 gmu96ma2 
254 	 Q0 	     CR93H-3223 	   63 	 0.003400 	 gmu96ma2 
254 	 Q0 	  FR881102-0092 	   64 	 0.002900 	 gmu96ma2 
254 	 Q0 	     CR93H-6580 	   65 	 0.002800 	 gmu96ma2 
254 	 Q0 	    CR93H-12217 	   66 	 0.001400 	 gmu96ma2 
254 	 Q0 	 WSJ910506-0170 	   67 	 0.001100 	 gmu96ma2 
254 	 Q0 	   FR88922-0017 	   68 	 0.000400 	 gmu96ma2 
254 	 Q0 	    CR93H-12874 	   69 	 0.000300 	 gmu96ma2 
254 	 Q0 	   FR88514-0001 	   70 	 0.000100 	 gmu96ma2 
255 	 Q0 	     FT942-5492 	    1 	 0.171900 	 gmu96ma2 
255 	 Q0 	 WSJ900425-0057 	    2 	 0.171500 	 gmu96ma2 
255 	 Q0 	     FT921-9336 	    3 	 0.136500 	 gmu96ma2 
255 	 Q0 	     FT931-4139 	    4 	 0.136300 	 gmu96ma2 
255 	 Q0 	 WSJ900621-0137 	    5 	 0.128100 	 gmu96ma2 
255 	 Q0 	  AP880217-0177 	    6 	 0.127600 	 gmu96ma2 
255 	 Q0 	 WSJ920122-0044 	    7 	 0.123600 	 gmu96ma2 
255 	 Q0 	 WSJ910821-0006 	    8 	 0.121000 	 gmu96ma2 
255 	 Q0 	  AP880927-0009 	    9 	 0.119600 	 gmu96ma2 
255 	 Q0 	     FT921-9705 	   10 	 0.117100 	 gmu96ma2 
255 	 Q0 	 WSJ911023-0171 	   11 	 0.114100 	 gmu96ma2 
255 	 Q0 	  AP880926-0157 	   12 	 0.110700 	 gmu96ma2 
255 	 Q0 	    CR93E-11064 	   13 	 0.105700 	 gmu96ma2 
255 	 Q0 	  AP880920-0165 	   14 	 0.105700 	 gmu96ma2 
255 	 Q0 	    CR93E-11124 	   15 	 0.105700 	 gmu96ma2 
255 	 Q0 	 WSJ910122-0095 	   16 	 0.102600 	 gmu96ma2 
255 	 Q0 	  AP881031-0127 	   17 	 0.099100 	 gmu96ma2 
255 	 Q0 	     FT922-3949 	   18 	 0.098200 	 gmu96ma2 
255 	 Q0 	  AP880802-0015 	   19 	 0.097300 	 gmu96ma2 
255 	 Q0 	    FT923-15225 	   20 	 0.097100 	 gmu96ma2 
255 	 Q0 	    FT933-13179 	   21 	 0.097100 	 gmu96ma2 
255 	 Q0 	    FT922-11483 	   22 	 0.095000 	 gmu96ma2 
255 	 Q0 	    FT922-14445 	   23 	 0.094000 	 gmu96ma2 
255 	 Q0 	     FT933-3215 	   24 	 0.089500 	 gmu96ma2 
255 	 Q0 	    FT922-12575 	   25 	 0.088400 	 gmu96ma2 
255 	 Q0 	     FT923-5242 	   26 	 0.084800 	 gmu96ma2 
255 	 Q0 	     FT921-1832 	   27 	 0.083800 	 gmu96ma2 
255 	 Q0 	    FT921-14181 	   28 	 0.083000 	 gmu96ma2 
255 	 Q0 	  AP881102-0183 	   29 	 0.082300 	 gmu96ma2 
255 	 Q0 	  AP880429-0192 	   30 	 0.080900 	 gmu96ma2 
255 	 Q0 	    FT923-12391 	   31 	 0.079600 	 gmu96ma2 
255 	 Q0 	 WSJ920206-0062 	   32 	 0.079100 	 gmu96ma2 
255 	 Q0 	  AP881006-0026 	   33 	 0.077300 	 gmu96ma2 
255 	 Q0 	     FT924-2996 	   34 	 0.076600 	 gmu96ma2 
255 	 Q0 	     FT932-8748 	   35 	 0.075400 	 gmu96ma2 
255 	 Q0 	     FT922-5964 	   36 	 0.075300 	 gmu96ma2 
255 	 Q0 	     FT922-7507 	   37 	 0.075100 	 gmu96ma2 
255 	 Q0 	     FT922-1574 	   38 	 0.074000 	 gmu96ma2 
255 	 Q0 	     FT943-7739 	   39 	 0.073200 	 gmu96ma2 
255 	 Q0 	      CR93E-586 	   40 	 0.072800 	 gmu96ma2 
255 	 Q0 	     FT921-7202 	   41 	 0.072100 	 gmu96ma2 
255 	 Q0 	  AP880411-0040 	   42 	 0.071700 	 gmu96ma2 
255 	 Q0 	 WSJ910405-0092 	   43 	 0.071700 	 gmu96ma2 
255 	 Q0 	     FT921-5809 	   44 	 0.071200 	 gmu96ma2 
255 	 Q0 	    FT923-14243 	   45 	 0.070500 	 gmu96ma2 
255 	 Q0 	  AP881102-0020 	   46 	 0.069600 	 gmu96ma2 
255 	 Q0 	  AP880627-0092 	   47 	 0.069000 	 gmu96ma2 
255 	 Q0 	      CR93E-392 	   48 	 0.068500 	 gmu96ma2 
255 	 Q0 	  AP880427-0212 	   49 	 0.068200 	 gmu96ma2 
255 	 Q0 	     FT941-7822 	   50 	 0.068200 	 gmu96ma2 
255 	 Q0 	     FT922-3848 	   51 	 0.067900 	 gmu96ma2 
255 	 Q0 	    FT922-14119 	   52 	 0.067500 	 gmu96ma2 
255 	 Q0 	     FT921-9395 	   53 	 0.066400 	 gmu96ma2 
255 	 Q0 	     FT931-6615 	   54 	 0.066400 	 gmu96ma2 
255 	 Q0 	  AP881130-0154 	   55 	 0.066300 	 gmu96ma2 
255 	 Q0 	  AP881019-0036 	   56 	 0.065900 	 gmu96ma2 
255 	 Q0 	 WSJ910702-0099 	   57 	 0.065500 	 gmu96ma2 
255 	 Q0 	    FT922-11818 	   58 	 0.065300 	 gmu96ma2 
255 	 Q0 	     CR93E-9151 	   59 	 0.065200 	 gmu96ma2 
255 	 Q0 	     CR93E-9653 	   60 	 0.063400 	 gmu96ma2 
255 	 Q0 	     CR93E-2640 	   61 	 0.063200 	 gmu96ma2 
255 	 Q0 	     FT921-5289 	   62 	 0.063000 	 gmu96ma2 
255 	 Q0 	  AP881005-0230 	   63 	 0.062800 	 gmu96ma2 
255 	 Q0 	    FT931-15362 	   64 	 0.062600 	 gmu96ma2 
255 	 Q0 	    FT921-10350 	   65 	 0.062600 	 gmu96ma2 
255 	 Q0 	 WSJ910506-0123 	   66 	 0.062400 	 gmu96ma2 
255 	 Q0 	   FR88812-0027 	   67 	 0.060200 	 gmu96ma2 
255 	 Q0 	 WSJ920212-0109 	   68 	 0.060000 	 gmu96ma2 
255 	 Q0 	     FT924-7791 	   69 	 0.060000 	 gmu96ma2 
255 	 Q0 	     FT922-4344 	   70 	 0.059600 	 gmu96ma2 
255 	 Q0 	  AP880410-0035 	   71 	 0.058900 	 gmu96ma2 
255 	 Q0 	    FT922-14620 	   72 	 0.058600 	 gmu96ma2 
255 	 Q0 	     FT922-5621 	   73 	 0.058600 	 gmu96ma2 
255 	 Q0 	     FT944-4470 	   74 	 0.058500 	 gmu96ma2 
255 	 Q0 	     FT931-1667 	   75 	 0.058100 	 gmu96ma2 
255 	 Q0 	 WSJ900628-0139 	   76 	 0.057300 	 gmu96ma2 
255 	 Q0 	    FT922-10430 	   77 	 0.057200 	 gmu96ma2 
255 	 Q0 	     FT924-5777 	   78 	 0.057000 	 gmu96ma2 
255 	 Q0 	  AP880314-0136 	   79 	 0.056300 	 gmu96ma2 
255 	 Q0 	     FT923-7102 	   80 	 0.055900 	 gmu96ma2 
255 	 Q0 	     FT924-6216 	   81 	 0.055900 	 gmu96ma2 
255 	 Q0 	    FT922-10075 	   82 	 0.055400 	 gmu96ma2 
255 	 Q0 	  AP880831-0132 	   83 	 0.055300 	 gmu96ma2 
255 	 Q0 	    FT924-10122 	   84 	 0.055200 	 gmu96ma2 
255 	 Q0 	    FT944-16747 	   85 	 0.055200 	 gmu96ma2 
255 	 Q0 	     FT933-5902 	   86 	 0.055100 	 gmu96ma2 
255 	 Q0 	    CR93H-11368 	   87 	 0.054700 	 gmu96ma2 
255 	 Q0 	    FT934-16119 	   88 	 0.054500 	 gmu96ma2 
255 	 Q0 	    CR93E-10307 	   89 	 0.053900 	 gmu96ma2 
255 	 Q0 	  AP880801-0158 	   90 	 0.053600 	 gmu96ma2 
255 	 Q0 	      CR93E-908 	   91 	 0.053300 	 gmu96ma2 
255 	 Q0 	     FT921-1694 	   92 	 0.052200 	 gmu96ma2 
255 	 Q0 	    FT923-13116 	   93 	 0.051800 	 gmu96ma2 
255 	 Q0 	     CR93E-6757 	   94 	 0.051200 	 gmu96ma2 
255 	 Q0 	     CR93H-4928 	   95 	 0.051100 	 gmu96ma2 
255 	 Q0 	     FT921-5947 	   96 	 0.051100 	 gmu96ma2 
255 	 Q0 	     CR93E-3242 	   97 	 0.051000 	 gmu96ma2 
255 	 Q0 	    FT922-11142 	   98 	 0.050000 	 gmu96ma2 
255 	 Q0 	    FT932-14988 	   99 	 0.050000 	 gmu96ma2 
255 	 Q0 	  AP880831-0091 	  100 	 0.050000 	 gmu96ma2 
255 	 Q0 	     FT921-9475 	  101 	 0.050000 	 gmu96ma2 
255 	 Q0 	     FT922-5282 	  102 	 0.049700 	 gmu96ma2 
255 	 Q0 	     FT922-5095 	  103 	 0.049600 	 gmu96ma2 
255 	 Q0 	  AP880913-0203 	  104 	 0.049500 	 gmu96ma2 
255 	 Q0 	     FT941-8765 	  105 	 0.049500 	 gmu96ma2 
255 	 Q0 	     FT922-8536 	  106 	 0.049500 	 gmu96ma2 
255 	 Q0 	    FT932-10506 	  107 	 0.049500 	 gmu96ma2 
255 	 Q0 	 WSJ920320-0106 	  108 	 0.049400 	 gmu96ma2 
255 	 Q0 	    FT922-12370 	  109 	 0.049400 	 gmu96ma2 
255 	 Q0 	    FT933-16909 	  110 	 0.049200 	 gmu96ma2 
255 	 Q0 	 WSJ920204-0097 	  111 	 0.049000 	 gmu96ma2 
255 	 Q0 	    FT941-14017 	  112 	 0.048600 	 gmu96ma2 
255 	 Q0 	  AP881117-0222 	  113 	 0.048400 	 gmu96ma2 
255 	 Q0 	     FT934-7695 	  114 	 0.048100 	 gmu96ma2 
255 	 Q0 	  AP881203-0124 	  115 	 0.048000 	 gmu96ma2 
255 	 Q0 	     FT922-2559 	  116 	 0.047800 	 gmu96ma2 
255 	 Q0 	  AP881003-0023 	  117 	 0.047100 	 gmu96ma2 
255 	 Q0 	  AP880914-0010 	  118 	 0.046900 	 gmu96ma2 
255 	 Q0 	    FT933-12872 	  119 	 0.046800 	 gmu96ma2 
255 	 Q0 	     FT934-9807 	  120 	 0.046600 	 gmu96ma2 
255 	 Q0 	     FT922-9228 	  121 	 0.046400 	 gmu96ma2 
255 	 Q0 	  AP881011-0207 	  122 	 0.046300 	 gmu96ma2 
255 	 Q0 	     FT922-2868 	  123 	 0.046100 	 gmu96ma2 
255 	 Q0 	    FT921-15056 	  124 	 0.045900 	 gmu96ma2 
255 	 Q0 	    FT932-12965 	  125 	 0.045700 	 gmu96ma2 
255 	 Q0 	     FT934-8856 	  126 	 0.045300 	 gmu96ma2 
255 	 Q0 	  AP880428-0190 	  127 	 0.045100 	 gmu96ma2 
255 	 Q0 	  AP881207-0120 	  128 	 0.045100 	 gmu96ma2 
255 	 Q0 	 WSJ910222-0077 	  129 	 0.045100 	 gmu96ma2 
255 	 Q0 	  AP881208-0018 	  130 	 0.045100 	 gmu96ma2 
255 	 Q0 	  AP880630-0218 	  131 	 0.044800 	 gmu96ma2 
255 	 Q0 	  AP880724-0026 	  132 	 0.044300 	 gmu96ma2 
255 	 Q0 	     FT922-5363 	  133 	 0.044000 	 gmu96ma2 
255 	 Q0 	    FT922-10688 	  134 	 0.043800 	 gmu96ma2 
255 	 Q0 	     FT922-5108 	  135 	 0.043600 	 gmu96ma2 
255 	 Q0 	     CR93H-5761 	  136 	 0.043500 	 gmu96ma2 
255 	 Q0 	 WSJ900404-0017 	  137 	 0.043400 	 gmu96ma2 
255 	 Q0 	    FT934-16115 	  138 	 0.043400 	 gmu96ma2 
255 	 Q0 	  AP880622-0022 	  139 	 0.042900 	 gmu96ma2 
255 	 Q0 	    FT921-13250 	  140 	 0.042700 	 gmu96ma2 
255 	 Q0 	     FT924-6027 	  141 	 0.042600 	 gmu96ma2 
255 	 Q0 	  AP881208-0025 	  142 	 0.042500 	 gmu96ma2 
255 	 Q0 	     FT942-3703 	  143 	 0.041900 	 gmu96ma2 
255 	 Q0 	  AP881229-0098 	  144 	 0.041800 	 gmu96ma2 
255 	 Q0 	     FT923-7495 	  145 	 0.041700 	 gmu96ma2 
255 	 Q0 	     FT924-4528 	  146 	 0.041500 	 gmu96ma2 
255 	 Q0 	  AP881207-0117 	  147 	 0.041500 	 gmu96ma2 
255 	 Q0 	     FT911-1346 	  148 	 0.041500 	 gmu96ma2 
255 	 Q0 	  AP881208-0016 	  149 	 0.041000 	 gmu96ma2 
255 	 Q0 	  AP881207-0158 	  150 	 0.040800 	 gmu96ma2 
255 	 Q0 	  AP880628-0153 	  151 	 0.040600 	 gmu96ma2 
255 	 Q0 	    FT921-13768 	  152 	 0.040300 	 gmu96ma2 
255 	 Q0 	    FT922-12569 	  153 	 0.040200 	 gmu96ma2 
255 	 Q0 	    FT923-14095 	  154 	 0.040100 	 gmu96ma2 
255 	 Q0 	     FT922-9134 	  155 	 0.040100 	 gmu96ma2 
255 	 Q0 	  AP881208-0054 	  156 	 0.039700 	 gmu96ma2 
255 	 Q0 	    FT941-11916 	  157 	 0.039500 	 gmu96ma2 
255 	 Q0 	     FT921-5620 	  158 	 0.039500 	 gmu96ma2 
255 	 Q0 	     FT922-2819 	  159 	 0.039200 	 gmu96ma2 
255 	 Q0 	     FT924-4931 	  160 	 0.039200 	 gmu96ma2 
255 	 Q0 	    FT921-13990 	  161 	 0.039100 	 gmu96ma2 
255 	 Q0 	     FT923-2946 	  162 	 0.039000 	 gmu96ma2 
255 	 Q0 	     FT922-5867 	  163 	 0.038900 	 gmu96ma2 
255 	 Q0 	      FT933-582 	  164 	 0.038800 	 gmu96ma2 
255 	 Q0 	     FT922-5620 	  165 	 0.038700 	 gmu96ma2 
255 	 Q0 	     FT942-6340 	  166 	 0.038700 	 gmu96ma2 
255 	 Q0 	     FT923-9619 	  167 	 0.038600 	 gmu96ma2 
255 	 Q0 	  AP881010-0012 	  168 	 0.038500 	 gmu96ma2 
255 	 Q0 	     FT922-8828 	  169 	 0.038400 	 gmu96ma2 
255 	 Q0 	     FT922-5107 	  170 	 0.038400 	 gmu96ma2 
255 	 Q0 	     FT934-4348 	  171 	 0.038200 	 gmu96ma2 
255 	 Q0 	     FT921-8610 	  172 	 0.038200 	 gmu96ma2 
255 	 Q0 	  AP880817-0020 	  173 	 0.038100 	 gmu96ma2 
255 	 Q0 	     FT943-6733 	  174 	 0.037900 	 gmu96ma2 
255 	 Q0 	     FT934-4833 	  175 	 0.037900 	 gmu96ma2 
255 	 Q0 	     FT922-5104 	  176 	 0.037400 	 gmu96ma2 
255 	 Q0 	  AP880628-0102 	  177 	 0.037300 	 gmu96ma2 
255 	 Q0 	     FT922-4626 	  178 	 0.037300 	 gmu96ma2 
255 	 Q0 	     FT922-8050 	  179 	 0.037300 	 gmu96ma2 
255 	 Q0 	  AP880218-0046 	  180 	 0.037200 	 gmu96ma2 
255 	 Q0 	     FT921-9497 	  181 	 0.037000 	 gmu96ma2 
255 	 Q0 	     FT932-1872 	  182 	 0.036900 	 gmu96ma2 
255 	 Q0 	     FT922-3429 	  183 	 0.036800 	 gmu96ma2 
255 	 Q0 	     FT922-9898 	  184 	 0.036400 	 gmu96ma2 
255 	 Q0 	     CR93H-4123 	  185 	 0.036400 	 gmu96ma2 
255 	 Q0 	     FT924-5525 	  186 	 0.036400 	 gmu96ma2 
255 	 Q0 	     FT924-8556 	  187 	 0.036400 	 gmu96ma2 
255 	 Q0 	     FT922-3541 	  188 	 0.036300 	 gmu96ma2 
255 	 Q0 	  AP881206-0142 	  189 	 0.036000 	 gmu96ma2 
255 	 Q0 	      FT932-132 	  190 	 0.035900 	 gmu96ma2 
255 	 Q0 	     FT922-7053 	  191 	 0.035700 	 gmu96ma2 
255 	 Q0 	    FT942-16844 	  192 	 0.035600 	 gmu96ma2 
255 	 Q0 	    FT922-11359 	  193 	 0.035600 	 gmu96ma2 
255 	 Q0 	 WSJ911108-0009 	  194 	 0.035500 	 gmu96ma2 
255 	 Q0 	     CR93E-4451 	  195 	 0.035400 	 gmu96ma2 
255 	 Q0 	     FT922-5098 	  196 	 0.035300 	 gmu96ma2 
255 	 Q0 	    FT943-17026 	  197 	 0.035200 	 gmu96ma2 
255 	 Q0 	  AP880329-0171 	  198 	 0.035000 	 gmu96ma2 
255 	 Q0 	 WSJ900917-0173 	  199 	 0.034900 	 gmu96ma2 
255 	 Q0 	     FT921-5290 	  200 	 0.034900 	 gmu96ma2 
255 	 Q0 	      FT924-289 	  201 	 0.034900 	 gmu96ma2 
255 	 Q0 	    FT943-10670 	  202 	 0.034800 	 gmu96ma2 
255 	 Q0 	     CR93E-5367 	  203 	 0.034400 	 gmu96ma2 
255 	 Q0 	  AP881027-0186 	  204 	 0.034300 	 gmu96ma2 
255 	 Q0 	    FT922-12120 	  205 	 0.034100 	 gmu96ma2 
255 	 Q0 	 WSJ900420-0152 	  206 	 0.034000 	 gmu96ma2 
255 	 Q0 	     CR93H-6357 	  207 	 0.033900 	 gmu96ma2 
255 	 Q0 	    FT942-13031 	  208 	 0.033800 	 gmu96ma2 
255 	 Q0 	    FT924-12050 	  209 	 0.033800 	 gmu96ma2 
255 	 Q0 	    FT921-13393 	  210 	 0.033700 	 gmu96ma2 
255 	 Q0 	     FT911-4970 	  211 	 0.033700 	 gmu96ma2 
255 	 Q0 	     FT923-2409 	  212 	 0.033700 	 gmu96ma2 
255 	 Q0 	 WSJ900503-0017 	  213 	 0.033600 	 gmu96ma2 
255 	 Q0 	 WSJ920219-0113 	  214 	 0.033400 	 gmu96ma2 
255 	 Q0 	     FT922-6264 	  215 	 0.033400 	 gmu96ma2 
255 	 Q0 	 WSJ910401-0028 	  216 	 0.033400 	 gmu96ma2 
255 	 Q0 	     FT922-7822 	  217 	 0.033300 	 gmu96ma2 
255 	 Q0 	     FT922-8170 	  218 	 0.033300 	 gmu96ma2 
255 	 Q0 	    CR93H-12493 	  219 	 0.033200 	 gmu96ma2 
255 	 Q0 	  AP880712-0226 	  220 	 0.033000 	 gmu96ma2 
255 	 Q0 	     FT923-1794 	  221 	 0.032900 	 gmu96ma2 
255 	 Q0 	     FT922-6262 	  222 	 0.032900 	 gmu96ma2 
255 	 Q0 	     FT923-1674 	  223 	 0.032700 	 gmu96ma2 
255 	 Q0 	    FT931-10343 	  224 	 0.032600 	 gmu96ma2 
255 	 Q0 	     FT922-7106 	  225 	 0.032400 	 gmu96ma2 
255 	 Q0 	     FT932-6021 	  226 	 0.032400 	 gmu96ma2 
255 	 Q0 	     FT941-3994 	  227 	 0.032300 	 gmu96ma2 
255 	 Q0 	  AP881130-0167 	  228 	 0.032300 	 gmu96ma2 
255 	 Q0 	     FT933-6070 	  229 	 0.032300 	 gmu96ma2 
255 	 Q0 	     FT931-6623 	  230 	 0.032200 	 gmu96ma2 
255 	 Q0 	     FT922-7175 	  231 	 0.032100 	 gmu96ma2 
255 	 Q0 	     FT942-2251 	  232 	 0.032100 	 gmu96ma2 
255 	 Q0 	    FT931-16946 	  233 	 0.031900 	 gmu96ma2 
255 	 Q0 	     FT922-6032 	  234 	 0.031800 	 gmu96ma2 
255 	 Q0 	    FT922-12567 	  235 	 0.031800 	 gmu96ma2 
255 	 Q0 	     FT944-3355 	  236 	 0.031700 	 gmu96ma2 
255 	 Q0 	  AP880708-0078 	  237 	 0.031700 	 gmu96ma2 
255 	 Q0 	 WSJ910408-0056 	  238 	 0.031500 	 gmu96ma2 
255 	 Q0 	   FR88812-0012 	  239 	 0.031500 	 gmu96ma2 
255 	 Q0 	    FT922-12964 	  240 	 0.031200 	 gmu96ma2 
255 	 Q0 	      CR93E-678 	  241 	 0.031200 	 gmu96ma2 
255 	 Q0 	  AP881026-0188 	  242 	 0.031100 	 gmu96ma2 
255 	 Q0 	    FT931-14941 	  243 	 0.031000 	 gmu96ma2 
255 	 Q0 	     FT922-2712 	  244 	 0.031000 	 gmu96ma2 
255 	 Q0 	     FT922-2790 	  245 	 0.030900 	 gmu96ma2 
255 	 Q0 	    FT943-14245 	  246 	 0.030900 	 gmu96ma2 
255 	 Q0 	  AP880331-0128 	  247 	 0.030700 	 gmu96ma2 
255 	 Q0 	     FT934-5133 	  248 	 0.030700 	 gmu96ma2 
255 	 Q0 	     FT922-3318 	  249 	 0.030700 	 gmu96ma2 
255 	 Q0 	     FT922-3633 	  250 	 0.030500 	 gmu96ma2 
255 	 Q0 	     FT921-5784 	  251 	 0.030400 	 gmu96ma2 
255 	 Q0 	      FT922-631 	  252 	 0.030200 	 gmu96ma2 
255 	 Q0 	     FT922-6158 	  253 	 0.030100 	 gmu96ma2 
255 	 Q0 	    FT933-12011 	  254 	 0.030000 	 gmu96ma2 
255 	 Q0 	     FT922-5414 	  255 	 0.029800 	 gmu96ma2 
255 	 Q0 	     FT922-5094 	  256 	 0.029700 	 gmu96ma2 
255 	 Q0 	      FT921-961 	  257 	 0.029700 	 gmu96ma2 
255 	 Q0 	     FT922-5538 	  258 	 0.029600 	 gmu96ma2 
